,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cab_num
7750,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19,0,29,2633,0,0,124,1,1586
7751,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1587
7752,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,1,1587
7753,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,29,0,0,0,0,0,0,1,1587
7754,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,46,0,0,0,0,369,515,0,1346
7755,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,32,0,0,0,0,0,0,1,1588
7756,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,1,273
7757,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,23,0,0,0,0,0,0,1,273
7758,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,32,0,0,0,0,0,0,1,1348
7759,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,31,0,0,4334,55,56,0,1,1349
7760,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,34,0,0,0,880,22,0,1,1703
7761,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45,0,0,1,233,453,17,0,1704
7762,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,61,0,67,0,654,0,86,0,1336
7763,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,0,1242,0,654,0,0,0,542
7764,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,27,0,1852,0,870,0,7,0,259
7765,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,15,0,1150,0,175,1,11,0,1705
7766,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,14,0,0,0,0,0,0,0,1350
7767,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,18,0,0,0,0,0,0,1,1339
7768,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,39,0,0,0,0,0,0,1,310
7769,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,62,0,0,0,0,0,0,1,543
7770,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,40,0,1309,0,0,0,0,0,1591
7771,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21,0,5,0,0,22,639,0,1592
7772,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,12,0,0,0,0,0,0,1,1593
7773,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,27,0,0,0,0,1866,676,1,274
7774,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,28,0,1722,5063,0,87,920,0,275
7775,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1340
7776,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,17,0,4,0,867,0,0,0,1594
7777,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,23,0,218,0,2267,497,0,0,1595
7778,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,1,1351
7779,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,29,0,0,0,0,0,0,1,1351
7780,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,41,0,836,0,0,0,49,0,1351
7781,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,27,1,0,1337,1929,0,0,1,100
7782,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,34,0,0,0,0,0,0,1,100
7783,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,36,0,0,0,0,0,0,1,545
7784,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,30,0,467,0,0,0,287,0,1341
7785,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,30,0,0,640,0,31,6201,0,245
7786,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,29,1,0,2949,0,2,654,1,245
7787,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21,0,380,177,161,0,85,0,1598
7788,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,21,0,532,4,37,1,0,0,1709
7789,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,18,0,2,83,576,37,0,0,1710
7790,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,11,0,0,0,0,0,0,1,1711
7791,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,65,0,1399,0,0,0,0,0,1711
7792,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,25,0,149,0,194,731,0,0,1711
7793,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1711
7794,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24,0,0,0,729,0,75,0,1712
7795,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,19,0,0,0,0,0,0,1,1352
7796,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,23,0,0,0,0,0,693,0,1713
7797,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,45,1,0,49,0,4864,3902,0,82
7798,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,52,0,0,0,0,0,0,1,312
7799,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,55,0,0,465,277,48,0,1,546
7800,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,24,0,0,0,0,0,0,0,1353
7801,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,31,0,773,0,0,0,1,0,1354
7802,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,18,0,0,0,0,0,0,0,1356
7803,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,0,0,0,0,1357
7804,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,39,0,799,0,0,4,0,0,1600
7805,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,19,0,0,0,0,0,0,1,1358
7806,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,33,0,988,0,0,2274,3098,0,313
7807,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,14,0,0,0,0,0,0,1,1359
7808,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30,0,697,0,602,0,0,0,531
7809,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,30,0,0,0,0,0,0,1,547
7810,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,21,0,0,0,0,0,0,1,1716
7811,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45,0,506,0,2,829,0,0,1716
7812,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,17,0,0,0,0,0,0,1,1716
7813,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,39,0,0,261,0,1831,1797,0,246
7814,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,22,0,0,3716,0,1098,2065,0,246
7815,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,37,0,477,0,167,0,46,0,1601
7816,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,48,0,0,0,0,408,293,1,548
7817,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,33,0,0,0,0,0,0,1,548
7818,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,37,0,0,2215,2,1294,274,0,548
7819,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,1403,169,1081,0,0,0,1717
7820,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,29,0,0,0,0,0,0,1,247
7821,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,38,0,30,434,117,372,0,1,247
7822,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,16,0,0,0,0,0,0,1,247
7823,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18,0,0,0,1792,16,248,0,1602
7824,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,41,23,63,0,647,0,1718
7825,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,47,0,0,0,0,0,0,1,532
7826,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,1,323
7827,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1,323
7828,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,19,0,0,0,0,0,0,0,1361
7829,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,17,0,0,0,0,0,0,1,326
7830,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,1,326
7831,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,19,0,49,680,0,0,46,1,1720
7832,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,25,0,0,1673,0,642,612,0,101
7833,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,26,0,0,690,1,1030,2273,0,101
7834,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,25,0,0,0,0,0,0,1,1363
7835,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1364
7836,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,82
7837,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,1364
7838,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,19,0,0,0,0,0,616,0,1364
7839,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1364
7840,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,1,1365
7841,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,49,0,336,64,377,0,0,1,1721
7842,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,61,0,0,0,0,0,0,1,1604
7843,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,57,1,435,22,1435,4,0,1,549
7844,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,52,0,0,0,638,115,0,1,1605
7845,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22,0,1,2,243,0,484,0,1606
7846,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,37,0,0,0,0,0,0,1,82
7847,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15,0,64,0,0,0,640,1,82
7848,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,28,0,0,0,0,0,0,1,1607
7849,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,40,0,963,14,320,1,0,0,537
7850,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13,0,0,0,505,2810,9,0,1608
7851,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24,0,462,0,0,0,240,0,1609
7852,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,25,0,0,0,0,0,0,1,1367
7853,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,0,0,0,0,788,3,0,550
7854,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,43,0,0,7269,0,2750,2367,0,277
7855,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,46,0,0,0,0,0,0,0,1368
7856,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1368
7857,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1368
7858,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,1,1368
7859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,1368
7860,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,57,0,0,839,1,0,2,1,1368
7861,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,11,0,0,0,0,0,0,0,1368
7862,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20,0,0,0,0,1535,0,0,1722
7863,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,27,0,0,1283,0,2256,0,0,1369
7864,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20,0,781,0,33,0,0,1,1724
7865,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,14,0,0,0,0,0,0,1,1370
7866,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,24,0,86,669,1,0,0,0,1610
7867,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21,0,163,146,54,245,95,0,1725
7868,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,33,1,9,1365,0,5577,1483,0,276
7869,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,32,0,0,13,0,2148,319,0,260
7870,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,22,0,2,104,404,0,0,1,1371
7871,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,1,329
7872,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,41,0,0,0,0,0,0,1,329
7873,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,31,0,0,0,0,0,0,1,315
7874,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,35,0,0,0,0,0,0,1,316
7875,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,48,0,0,0,0,0,0,1,1346
7876,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,15,0,0,0,0,0,0,1,1346
7877,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,37,0,0,0,1025,0,0,1,1372
7878,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,21,0,1214,179,566,0,619,0,250
7879,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,34,0,44,1290,51,0,9,0,1613
7880,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,19,0,0,0,0,0,0,0,1373
7881,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52,0,289,302,0,112,0,0,1615
7882,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,15,0,0,3137,0,0,0,1,1726
7883,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24,0,0,171,591,22,0,0,1374
7884,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,45,0,0,0,635,2,0,1,553
7885,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,1,330
7886,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,18,0,0,0,0,206,2684,0,330
7887,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,19,0,0,168,481,0,0,1,1618
7888,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,20,0,0,0,0,0,0,1,1349
7889,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,20,0,4210,4,0,58,0,0,554
7890,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,1,30,739,0,33,1,1619
7891,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,22,0,0,0,6,0,733,0,1620
7892,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,17,0,0,0,0,0,0,0,1376
7893,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,23,0,0,0,0,0,0,1,1351
7894,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29,0,324,0,546,0,0,0,1621
7895,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,24,0,0,0,0,0,0,1,277
7896,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,26,0,1,4680,25,564,13,0,277
7897,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,36,0,0,0,0,0,0,0,1377
7898,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25,0,341,608,2,2,16,1,1729
7899,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,36,0,52,0,132,334,176,0,82
7900,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,32,0,725,0,1641,0,0,0,1624
7901,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,16,0,0,0,0,0,0,1,1352
7902,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,32,0,857,158,0,33,0,0,540
7903,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48,0,0,1570,1,0,2,0,1733
7904,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,25,0,1,0,1,14,1491,0,1734
7905,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,46,0,0,0,0,0,0,1,278
7906,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,32,0,0,2154,0,9655,859,0,317
7907,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,50,0,0,3070,0,44,562,1,317
7908,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,31,0,1997,0,0,0,0,0,1625
7909,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,27,0,0,0,0,0,0,1,1625
7910,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,52,1,0,831,1536,0,7953,0,279
7911,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,34,0,0,0,0,0,0,1,279
7912,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,40,0,0,0,0,0,0,1,279
7913,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,36,0,0,1055,18,1669,49,1,279
7914,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,19,0,112,0,265,396,0,0,1354
7915,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,33,0,0,0,0,0,0,1,280
7916,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23,0,29,0,0,332,270,0,1627
7917,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,57,0,0,4301,31,665,6329,0,319
7918,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,24,0,0,0,0,0,0,1,319
7919,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,1,319
7920,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,54,0,0,0,0,0,0,1,319
7921,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28,0,1004,2423,0,0,17,1,319
7922,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26,1,1,5610,0,5,119,1,319
7923,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,43,0,0,0,0,0,0,0,1355
7924,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,39,0,0,21,63,677,0,0,1628
7925,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21,0,32,640,0,0,0,1,1629
7926,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,24,0,0,0,608,37,0,0,1630
7927,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,35,0,0,0,0,0,0,0,542
7928,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,61,0,0,0,0,0,0,1,1736
7929,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21,0,0,5,0,687,10,0,1737
7930,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,14,0,0,0,0,0,0,1,1379
7931,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,38,0,1161,0,19,0,0,0,263
7932,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,23,0,0,0,0,0,0,1,1356
7933,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,31,1,8243,280,0,3220,2285,0,281
7934,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,66,1,0,1828,1,1873,45,0,556
7935,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,56,0,0,0,0,0,0,0,1380
7936,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,21,0,39,53,94,33,518,0,1632
7937,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,49,0,0,2808,1083,110,1132,0,331
7938,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,21,0,2,4887,64,4952,1734,0,331
7939,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,27,0,244,0,492,297,23,1,252
7940,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23,0,0,1,51,1711,219,0,1633
7941,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,0,0,0,716,0,0,1738
7942,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,49,0,188,0,143,1443,555,0,1382
7943,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,38,0,0,847,3,34,0,0,1382
7944,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,60,0,0,0,0,0,0,1,332
7945,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,47,0,0,0,0,0,0,0,1358
7946,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,29,1,0,0,0,0,0,1,253
7947,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,19,0,0,0,0,0,0,1,1360
7948,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,32,1,65,0,0,88,9811,0,282
7949,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,0,0,0,1,1383
7950,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,35,0,319,0,6331,8,0,1,1635
7951,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,28,0,0,62,3,667,0,1,1740
7952,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,0,0,0,0,1384
7953,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,42,0,770,0,1301,0,0,1,543
7954,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,37,0,18,4754,1,1254,2,1,283
7955,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,31,0,49,322,977,0,0,1,1743
7956,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,33,1,1264,1787,36,473,337,0,254
7957,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,48,0,3784,917,146,1770,880,0,279
7958,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,31,0,0,529,0,0,3884,0,279
7959,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,18,0,0,0,0,0,0,1,279
7960,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44,0,0,0,2036,2,1,1,1744
7961,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,0,0,0,1,1385
7962,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,18,0,490,0,54,195,0,0,1746
7963,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,48,0,0,0,0,0,0,1,1747
7964,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,1747
7965,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1747
7966,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,43,0,21,0,863,0,0,0,1364
7967,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,51,0,590,28,73,0,82,0,1365
7968,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,48,0,0,717,0,0,10,1,1637
7969,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,51,0,870,28,278,154,1288,0,1748
7970,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20,0,0,0,0,327,0,1,1750
7971,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,0,102
7972,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27,0,3,0,10,4,855,1,1751
7973,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,56,0,53,3033,0,140,6102,0,320
7974,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,26,0,0,0,0,0,0,1,333
7975,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,21,0,11,0,0,839,0,0,1369
7976,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,27,0,2502,0,44,23,29,0,1640
7977,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,23,0,348,210,0,0,1,0,1642
7978,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,28,0,0,101,0,0,12143,0,559
7979,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,40,0,0,0,0,0,0,1,1643
7980,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,39,0,5327,0,290,0,0,0,1643
7981,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,16,0,0,0,0,0,0,1,1643
7982,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,20,0,59,29,27,0,0,0,1372
7983,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,24,0,686,0,13,0,0,0,1645
7984,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,45,1,1093,950,341,0,0,0,266
7985,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,33,0,1914,5,0,0,228,1,266
7986,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,19,0,0,0,0,0,0,0,544
7987,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,114,161,22,419,0,0,1647
7988,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,18,0,0,0,7,717,0,0,1753
7989,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,21,0,129,106,280,183,18,0,1755
7990,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,37,0,0,0,0,0,0,1,1648
7991,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,53,0,0,847,0,630,2060,0,257
7992,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,0,0,0,0,0,0,0,545
7993,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,17,0,387,0,28,2183,0,0,1756
7994,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,58,0,487,0,195,0,7,1,547
7995,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,18,0,0,1878,0,18572,10028,0,280
